26,167,2
27,660,4
27,552,1
27,868,3
27,723,5
27,920,3
27,599,2
27,786,2
27,594,2
27,198,4
27,449,3
27,890,1
27,577,4
27,384,5
27,770,5
27,975,2
27,534,2
27,836,4
27,246,1
27,974,3
27,312,4
28,97,3
28,3,4
28,731,5
28,724,1
28,752,1
28,234,5
28,729,4
28,715,3
28,844,5
28,24,1
28,384,4
29,412,4
29,979,5
29,101,3
29,917,4
29,481,4
29,930,5
29,685,1
30,606,3
30,79,3
30,489,5
30,899,2
30,247,4
30,44,1
30,763,3
30,641,3
30,911,2
30,745,3
30,328,5
30,648,3
30,999,2
30,363,5
31,465,4
31,947,2
31,886,2
31,473,2
31,548,1
31,883,2
31,895,5
31,461,2
31,721,2
31,849,1
31,958,1
31,17,4
31,926,5
31,991,5
31,565,5
31,194,2
31,912,3
32,881,3
32,23,2
32,962,1
32,428,3
32,1,2
32,685,1
32,128,5
32,273,4
32,539,3
32,896,2
32,603,2
32,633,3
32,176,3
32,95,3
33,440,1
33,20,3
33,865,4
33,240,5
33,841,4
33,496,1
33,136,1
33,328,5
34,264,3
34,151,1
34,126,4
34,421,5
34,655,1
34,777,1
35,243,5
35,326,2
35,202,5
35,925,2
35,320,1
35,422,4
35,140,4
35,457,5
35,220,3
35,91,3
35,854,4
36,612,5
36,297,5
36,536,1
36,539,1
36,787,2
36,220,1
36,984,3
36,525,1
36,571,2
36,213,5
36,40,4
36,587,3
36,151,1
36,912,4
37,396,1
37,692,4
37,507,2
37,858,2
37,465,1
37,115,3
37,754,3
37,963,5
37,575,3
37,576,2
38,172,3
38,855,2
38,692,4
38,655,4
38,282,3
38,90,5
38,903,4
38,834,2
38,632,3
38,310,4
38,480,3
38,805,4
38,734,5
38,827,1
38,275,3
38,17,4
38,614,2
38,95,1
38,776,4
38,853,5
39,324,1
39,809,4
39,156,5
39,757,1
39,173,1
39,507,4
39,892,2
39,138,5
39,152,1
39,576,5
39,434,4
39,435,4
39,194,1
40,816,3
40,412,5
40,447,2
40,283,3
40,448,5
40,421,2
40,773,1
40,699,1
41,259,3
41,327,4
41,900,1
41,120,4
41,98,2
41,322,5
41,547,4
41,528,2
41,795,2
41,125,1
41,694,1
41,56,2
42,752,2
42,171,1
42,554,2
42,310,1
42,670,1
42,832,2
42,700,5
42,895,3
42,740,1
42,332,1
42,699,2
42,429,2
42,232,2
42,339,4
42,736,2
43,1000,2
43,740,1
43,751,3
43,621,5
43,321,2
43,742,3
43,377,5
43,340,5
43,622,5
43,203,1
43,252,4
43,144,2
43,553,3
43,984,3
43,353,1
43,547,3
43,466,1
43,833,2
44,345,2
44,409,3
44,123,1
44,992,3
44,306,4
44,104,5
44,295,2
44,601,3
44,935,2
44,899,2
44,157,1
44,532,5
44,272,2
44,266,4
44,565,5
44,791,5
44,314,4
44,154,4
45,816,2
45,551,3
45,317,5
45,762,2
45,470,3
45,318,4
46,196,4
46,967,4
46,719,4
46,869,3
46,248,5
46,748,5
46,873,2
46,501,4
47,941,3
47,109,4
47,225,4
47,898,1
47,501,3
47,911,1
47,394,5
47,145,5
47,100,4
47,390,5
47,424,1
47,174,4
47,852,1
47,425,1
47,607,5
48,477,4
48,670,4
48,350,1
48,102,5
48,129,3
48,96,1
48,520,2
48,568,1
48,85,2
49,316,2
49,430,4
49,403,3
49,681,4
49,691,1
49,253,1
49,720,5
49,833,2
49,544,2
49,326,2
49,161,1
49,801,2
49,739,1
49,432,3
50,913,1
50,143,4
50,310,2
50,123,1
50,865,5
51,962,4
51,942,3
51,520,4
51,670,5
51,419,2
51,684,4
51,583,4
51,836,4
51,947,2
51,671,1
51,278,4
51,786,4
51,638,1
51,609,1
51,154,1
51,826,4
51,35,3
51,863,4
51,435,4
52,269,4
52,36,1
52,863,2
52,826,4
52,926,4
52,155,2
52,619,2
52,341,1
52,302,2
52,705,4
53,629,2
53,100,3
53,429,4
53,788,3
53,856,2
53,821,4
53,413,5
53,980,5
53,153,2
53,678,2
53,720,4
53,961,3
53,857,5
53,207,1
53,617,2
53,639,5
53,262,4
54,724,2
54,168,4
54,373,5
54,710,1
54,32,1
54,666,4
54,246,5
54,527,4
54,183,5
54,321,4
54,459,4
54,417,1
54,848,5
54,958,5
54,670,2
54,915,5
54,176,4
55,651,2
55,503,1
55,762,1
55,743,4
55,933,1
55,17,3
55,320,4
55,554,4
55,125,3
55,797,3
55,790,2
55,908,4
55,8,2
55,594,5
55,218,2
55,220,2
56,745,2
56,811,1
56,176,4
56,976,2
56,350,1
57,715,4
57,404,1
57,468,5
57,118,2
57,12,2
58,261,4
58,316,1
58,408,5
58,300,2
58,767,3
58,176,5
58,585,2
58,865,4
58,475,5
58,229,3
58,951,5
58,907,4
59,897,3
59,808,4
59,531,1
59,344,2
59,718,5
59,204,2
59,334,5
59,393,3
59,572,3
59,25,2
59,355,1
59,629,4
60,310,3
60,313,2
60,348,1
60,378,4
60,19,3
60,772,5
60,743,4
60,627,3
60,95,1
60,491,5
60,828,4
60,584,4
61,897,2
61,717,3
61,537,1
61,945,1
61,248,5
62,898,5
62,926,2
62,284,2
62,169,3
62,850,1
62,365,5
62,808,5
62,43,1
62,549,4
62,223,2
62,998,5
62,628,5
62,84,1
62,560,3
62,449,3
62,771,1
62,590,2
62,470,2
62,459,1
62,304,1
63,569,2
63,42,4
63,303,1
63,117,2
63,869,5
63,710,4
63,960,4
63,831,4
63,506,4
63,294,2
63,446,2
63,376,5
63,383,3
63,69,1
63,707,2
63,641,2
63,510,2
63,173,4
63,160,3
63,696,5
64,488,5
64,691,5
64,841,3
64,447,2
64,801,3
64,732,2
64,591,4
64,449,4
65,328,1
65,752,2
65,544,4
65,62,4
65,298,3
65,91,5
65,955,4
65,901,1
65,61,4
65,312,2
65,124,5
65,293,4
65,716,5
65,351,1
65,347,3
66,141,1
66,923,4
66,402,2
66,914,2
66,35,1
66,800,1
66,296,3
66,426,4
66,527,1
66,983,2
66,416,1
66,871,1
66,837,1
66,420,3
66,919,5
66,689,2
66,934,2
67,931,3
67,700,3
67,462,2
67,877,3
67,597,4
67,76,3
67,302,3
67,882,4
67,707,5
67,191,1
67,410,1
67,132,2
67,881,1
67,474,5
67,661,1
67,230,5
67,688,2
68,107,2
68,962,1
68,906,4
68,58,1
68,525,3
68,529,1
68,972,2
68,154,4
68,808,3
69,118,4
69,5,4
69,942,5
69,45,5
69,173,5
69,741,3
69,54,2
69,729,2
69,15,3
69,834,5
70,857,1
70,677,1
70,917,4
70,873,2
70,387,5
70,838,2
70,592,3
70,498,1
70,445,4
70,809,2
70,561,4
70,963,4
70,39,5
71,359,3
71,78,4
71,481,3
71,775,2
71,433,5
72,688,3
72,51,2
72,885,5
72,187,2
72,839,4
72,809,2
72,391,4
72,195,4
72,276,4
73,705,3
73,721,1
73,588,2
73,890,2
73,14,4
73,557,4
73,347,3
73,582,2
73,352,2
73,356,4
73,541,1
73,360,5
73,786,1
73,207,4
73,598,1
73,518,1
73,481,3
73,295,4
74,209,1
74,233,3
74,68,1
74,255,2
74,116,1
74,320,5
74,698,4
74,973,1
74,827,5
74,946,3
74,707,3
74,779,1
74,429,5
74,388,1
74,668,3
74,712,1
75,637,2
75,862,2
75,689,4
75,929,5
75,819,4
75,444,4
75,600,2
75,505,4
75,874,2
75,949,2
75,795,4
75,658,5
75,102,4
75,167,2
75,73,3
75,937,5
75,664,2
75,540,2
75,129,4
75,92,2
76,79,2
76,739,3
76,674,3
76,153,2
76,741,2
76,230,4
76,772,4
76,315,3
76,171,4
76,277,2
76,11,3
76,620,5
77,414,4
77,797,4
77,531,5
77,427,1
77,302,1
77,698,2
77,340,2
77,126,2
77,349,4
77,952,1
77,559,5
77,572,3
77,165,1
77,354,5
78,421,1
78,38,1
78,726,5
78,229,4
78,40,2
78,125,4
78,856,3
78,737,1
78,356,4
78,702,4
78,23,5
78,899,4
78,526,3
78,736,4
79,935,5
79,306,5
79,708,4
79,333,3
79,597,5
79,139,1
79,659,4
80,547,5
80,800,4
80,534,4
80,961,4
80,264,3
80,475,4
80,797,5
80,793,5
80,599,1
80,670,5
80,33,5
80,897,3
80,332,2
81,410,3
81,619,1
81,454,3
81,600,1
81,505,5
81,459,1
81,696,5
81,180,3
82,338,3
82,97,3
82,947,2
82,872,4
82,502,2
82,929,4
82,457,3
82,111,3
82,658,3
82,621,2
82,53,3
82,473,4
82,208,5
82,737,1
82,731,2
82,131,5
82,578,1
82,439,4
82,173,4
82,713,5
83,420,1
83,990,3
83,10,3
83,798,4
83,150,2
83,205,1
83,302,4
83,679,4
83,443,1
83,877,1
83,929,2
83,344,5
83,135,3
83,748,5
83,65,5
83,816,1
83,255,3
83,448,2
83,86,4
84,667,4
84,852,2
84,492,5
84,565,1
84,247,2
84,560,2
84,376,4
84,4,1
84,966,5
84,364,3
84,572,3
84,874,1
84,243,4
85,863,5
85,962,2
85,736,5
85,868,5
85,331,1
85,888,3
85,296,4
85,257,4
85,571,1
85,932,3
85,880,1
85,64,3
85,689,2
85,202,3
85,326,5
85,409,3
85,130,5
86,762,4
86,244,3
86,336,1
86,866,1
86,930,5
86,122,1
86,933,1
86,666,2
86,495,4
86,793,3
86,984,5
86,511,1
86,29,5
86,292,5
86,441,5
86,434,3
86,834,1
86,25,3
87,186,2
87,756,2
87,492,2
87,337,5
87,151,2
87,393,5
87,627,3
88,203,1
88,714,1
88,358,5
88,506,1
88,618,3
88,810,1
88,775,4
88,941,2
88,212,2
88,982,2
88,427,2
88,128,5
88,519,2
88,318,2
88,668,4
88,180,2
88,649,5
88,62,5
88,986,1
89,285,4
89,386,2
89,914,4
89,441,5
89,103,3
89,897,1
89,906,2
89,645,3
89,622,5
89,203,1
89,785,1
89,92,4
89,78,3
89,394,5
89,315,3
89,998,5
90,432,4
90,178,4
90,630,5
90,571,5
90,536,2
90,663,2
90,396,4
90,497,4
90,514,1
91,159,4
91,679,4
91,497,3
91,195,2
91,992,1
91,203,4
91,599,1
91,748,2
91,874,3
91,684,5
91,314,4
92,127,1
92,619,1
92,82,4
92,862,3
92,498,5
92,469,3
92,956,5
92,295,1
92,349,3
92,948,2
92,323,4
92,560,4
92,410,4
92,747,2
92,176,2
92,163,3
92,687,2
92,60,3
93,78,3
93,313,2
93,255,5
93,574,2
93,60,3
93,625,5
93,378,2
93,205,4
93,954,3
94,33,4
94,433,4
94,415,1
94,143,1
94,128,4
94,652,4
94,44,3
94,265,3
95,164,2
95,664,1
95,721,5
95,364,1
95,105,2
95,250,2
95,217,5
95,783,1
95,114,5
95,54,1
95,831,5
95,145,5
95,231,2
95,550,2
95,710,2
95,406,5
95,922,4
95,414,3
95,329,1
96,343,5
96,192,3
96,399,5
96,90,5
96,426,2
96,814,2
96,575,3
96,482,3
96,442,4
96,341,4
96,327,3
96,158,2
96,665,3
96,996,1
96,231,5
96,525,5
97,640,5
97,222,3
97,306,4
97,923,5
97,181,3
97,847,1
97,402,2
97,274,4
97,324,4
97,12,1
97,844,5
97,289,1
97,907,2
97,698,4
97,322,2
97,807,1
97,931,3
97,649,3
97,714,4
98,397,1
98,73,1
98,62,4
98,961,1
98,125,3
98,18,5
98,677,3
98,578,4
98,836,2
98,598,2
98,317,4
98,926,5
98,74,2
98,783,1
98,346,5
98,800,4
98,137,5
98,335,1
99,556,4
99,48,4
99,499,1
99,475,5
99,989,3
99,259,2
99,141,3
99,608,5
99,886,5
99,635,4
100,783,2
100,608,1
100,334,2
100,130,4
100,399,4
100,338,5
100,770,3
100,503,3
100,906,5
100,104,5
100,499,1
100,921,5
100,83,4
100,743,3
100,817,4
100,380,1
100,542,5
100,262,3
101,145,5
101,889,2
101,427,2
101,735,3
101,741,1
101,90,4
101,630,2
101,165,1
101,790,3
101,424,2
101,967,3
101,138,2
101,435,3
101,604,5
101,970,2
101,863,4
101,755,5
102,440,2
102,751,5
102,437,4
102,685,5
102,267,3
102,884,3
102,8,2
102,500,1
102,741,3
102,96,5
103,300,3
103,100,5
103,732,5
103,17,4
103,26,4
103,439,1
103,906,5
103,567,2
103,700,1
103,987,5
103,839,1
103,902,5
103,994,4
104,280,4
104,422,3
104,184,2
104,352,4
104,449,1
104,343,4
104,513,1
104,85,2
104,841,4
104,4,3
104,219,1
104,598,2
104,610,4
105,665,2
105,511,2
105,895,1
105,785,1
105,350,4
105,381,3
105,592,3
105,235,2
105,533,1
105,883,4
106,312,5
106,408,2
106,182,4
106,730,2
106,306,5
106,615,2
106,812,1
106,885,4
106,539,2
106,432,2
106,830,1
106,12,4
106,616,2
106,671,2
106,348,3
107,515,4
107,967,4
107,979,1
107,16,5
107,9,4
107,870,1
107,159,4
108,280,4
108,386,5
108,90,3
108,344,5
108,114,5
108,698,5
108,288,4
108,31,4
108,419,1
108,133,2
108,93,2
108,808,4
108,305,1
108,577,5
108,668,4
108,238,5
108,533,5
109,319,2
109,377,4
109,688,5
109,295,1
109,823,5
109,102,5
109,555,3
109,471,3
109,987,4
109,920,4
109,442,3
109,744,5
109,279,3
109,318,2
109,506,3
109,959,2
109,260,3
109,348,4
109,49,2
109,611,4
110,607,5
110,977,5
110,408,1
110,400,2
110,993,1
110,121,4
110,294,5
110,122,1
110,182,3
110,344,3
110,370,2
111,894,5
111,885,1
111,100,1
111,776,4
111,758,5
111,593,5
111,297,5
111,606,4
111,3,1
112,311,4
112,699,2
112,183,4
112,258,4
112,103,1
112,353,1
113,743,1
113,140,2
113,185,5
113,436,4
113,49,1
114,334,3
114,18,5
114,491,4
114,574,4
114,373,1
114,577,1
114,439,3
114,229,3
114,350,4
114,939,4
114,563,4
114,966,4
114,371,2
115,194,5
115,119,1
115,951,2
115,409,3
115,887,4
116,82,3
116,563,2
116,301,2
116,609,3
116,936,2
116,354,5
116,698,3
116,282,1
116,156,4
116,260,5
116,845,2
117,471,2
117,548,3
117,574,4
117,378,3
117,610,5
117,443,2
117,820,2
117,787,2
117,728,2
117,283,2
117,931,2
117,323,4
117,130,1
117,807,1
117,96,3
118,395,3
118,482,3
118,162,3
118,639,4
118,797,5
118,398,1
118,528,5
118,982,3
118,28,1
118,494,4
118,519,5
118,542,1
119,182,1
119,568,3
119,674,2
119,390,3
119,154,4
119,393,2
119,996,4
119,277,4
119,88,1
119,616,2
119,528,1
119,218,1
119,46,2
119,619,2
119,472,2
119,12,2
119,257,1
119,596,4
119,515,5
120,461,3
120,129,3
120,87,3
120,128,4
120,861,3
121,625,2
121,276,5
121,249,5
121,660,2
121,822,4
121,465,4
121,507,5
121,77,1
122,611,5
122,976,1
122,984,5
122,73,4
122,595,3
122,536,4
122,831,5
122,575,4
122,809,4
122,845,1
122,982,2
122,513,1
122,531,1
122,221,3
122,104,5
122,51,3
122,241,2
122,656,2
123,614,5
123,400,3
123,194,4
123,792,2
123,399,2
123,726,5
123,482,5
123,443,5
123,660,4
123,799,5
123,228,2
123,138,1
123,615,5
123,134,5
123,977,4
123,168,1
123,800,3
123,112,4
123,748,3
123,628,5
124,547,4
124,794,5
124,737,4
124,819,1
124,574,3
124,567,5
124,858,5
124,621,4
124,747,2
124,791,5
124,342,3
124,38,4
124,608,5
124,117,3
124,771,5
124,538,5
124,96,4
124,736,2
124,258,1
125,766,2
125,239,1
125,201,2
125,344,4
125,196,5
125,160,4
125,54,2
125,788,2
126,205,5
126,902,5
126,349,5
126,287,1
126,940,5
126,778,1
126,737,5
126,588,4
126,674,3
126,354,1
126,377,1
126,901,2
126,491,4
126,347,4
126,17,3
126,24,1
126,66,4
126,522,3
126,257,1
126,757,4
127,831,4
127,730,5
127,432,5
127,769,5
127,420,4
127,281,3
127,921,5
127,193,2
127,407,2
127,881,5
127,513,3
127,149,2
127,484,5
127,627,4
127,611,1
127,874,5
127,171,3
127,899,3
127,61,2
128,428,1
128,209,3
128,557,3
128,298,1
128,692,5
128,255,5
128,350,2
128,102,1
128,643,4
128,610,2
128,46,3
128,284,3
128,177,2
129,75,1
129,153,1
129,882,3
129,722,5
129,41,1
129,294,4
129,677,2
129,204,1
129,766,3
129,699,4
129,196,1
129,290,2
129,563,1
129,552,4
129,815,3
129,872,2
129,444,2
129,16,5
129,390,5
129,11,3
130,607,3
130,548,1
130,678,3
130,570,2
130,103,4
130,605,4
130,255,4
130,416,5
130,166,1
130,535,5
130,564,2
130,74,4
130,55,3
130,952,1
130,924,5
130,791,5
131,427,1
131,469,5
131,51,2
131,516,5
131,822,5
131,610,1
131,984,1
131,770,3
131,530,2
132,552,1
132,925,3
132,52,5
132,31,1
132,324,1
132,809,1
132,445,5
132,625,3
132,169,1
132,120,4
132,358,1
132,622,2
132,439,3
132,971,2
132,653,2
132,457,4
132,151,1
132,550,2
132,956,1
133,647,3
133,579,5
133,831,5
133,459,5
133,608,2
133,636,1
133,973,2
133,145,4
133,111,3
133,626,4
133,173,5
134,140,5
134,294,2
134,717,1
134,190,1
134,484,5
134,220,3
134,697,2
134,784,3
134,485,3
134,149,4
134,615,2
134,46,3
134,777,4
135,310,3
135,337,3
135,653,4
135,270,3
135,340,3
135,145,3
135,884,3
135,467,5
135,644,5
135,468,3
135,915,2
135,724,4
135,685,2
135,973,4
135,327,4
135,317,1
135,920,1
135,516,1
136,304,2
136,142,3
136,432,3
136,616,2
136,500,3
136,345,4
136,25,5
136,704,1
136,239,3
136,951,4
136,534,3
136,151,3
136,698,5
136,295,4
136,905,1
136,598,4
136,516,1
136,986,2
137,907,2
137,932,1
137,930,4
137,462,4
137,323,3
137,298,2
137,269,5
137,478,5
137,889,5
137,491,5
137,470,1
137,1,5
137,279,5
137,6,5
137,254,4
138,219,4
138,844,1
138,61,2
138,117,5
138,672,2
138,544,3
138,577,4
138,286,3
139,891,5
139,280,4
139,770,3
139,616,2
139,459,4
139,442,1
139,518,5
139,335,3
139,853,3
139,628,5
139,479,1
139,192,1
140,189,2
140,103,5
140,82,4
140,61,1
140,288,3
141,828,2
141,88,5
141,201,3
141,43,5
141,399,1
141,316,5
141,261,3
142,825,3
142,654,4
142,998,4
142,537,5
142,405,1
142,647,5
142,300,5
143,4,5
143,78,4
143,104,5
143,778,5
143,161,5
143,417,5
144,353,4
144,417,5
144,52,5
144,423,3
144,493,1
144,807,3
144,456,5
144,872,1
144,583,3
145,499,1
145,99,1
145,834,1
145,312,4
145,347,2
145,718,3
145,663,1
145,150,5
146,33,5
146,817,5
146,102,1
146,913,4
146,147,2
146,957,3
146,91,5
146,648,2
146,549,4
146,863,1
146,73,5
146,247,3
146,635,4
146,814,1
146,227,3
146,178,5
146,563,5
146,740,3
146,83,4
147,35,4
147,624,1
147,5,3
147,676,3
147,644,5
147,686,4
147,27,4
147,89,2
147,937,3
147,983,2
147,160,3
147,784,2
147,669,2
147,485,2
147,234,3
147,733,4
148,370,2
148,764,4
148,4,5
148,562,1
148,335,3
148,688,3
149,580,3
149,888,2
149,415,5
149,977,4
149,770,5
149,77,2
149,330,1
149,178,3
149,899,3
149,488,3
149,554,5
149,591,1
149,393,2
149,122,4
149,657,5
149,93,3
149,998,5
149,162,4
149,940,2
150,629,4
150,816,3
150,591,2
150,345,5
150,825,4
150,814,3
150,218,2
151,438,2
151,701,3
151,586,3
151,117,5
151,121,3
151,73,4
151,54,5
151,514,4
151,859,5
152,765,1
152,74,3
152,159,4
152,175,3
152,355,4
152,326,2
152,796,4
152,276,5
152,479,3
152,416,4
152,718,2
152,13,4
152,626,5
152,465,3
152,452,1
152,16,1
152,61,5
152,941,2
152,906,1
153,735,4
153,521,4
153,899,4
153,182,4
153,830,2
154,427,1
154,645,4
154,705,5
154,103,4
154,931,1
154,54,1
154,71,5
154,626,2
154,672,2
154,15,4
154,916,5
154,25,5
154,183,4
154,360,1
154,632,1
154,552,4
154,36,1
154,237,5
154,184,5
155,243,4
155,261,3
155,191,2
155,40,2
155,711,5
155,391,2
155,994,4
155,211,2
155,64,4
155,660,2
155,421,4
156,78,2
156,225,5
156,253,3
156,416,1
156,768,2
156,937,5
156,36,4
156,509,1
156,364,5
156,30,1
156,604,1
156,575,5
156,87,3
157,901,2
157,409,5
157,636,3
157,973,3
157,846,1
157,315,5
157,923,5
157,108,4
157,621,4
158,56,1
158,844,4
158,828,2
158,449,4
158,728,5
158,506,4
158,207,2
158,495,3
158,554,4
158,978,1
158,416,1
158,605,3
159,573,1
159,678,1
159,748,4
159,91,4
159,754,4
159,191,1
159,769,4
159,820,3
159,727,2
159,976,2
160,956,1
160,798,4
160,592,5
160,56,4
160,210,5
160,393,5
160,452,5
160,169,2
160,27,3
160,655,2
160,735,3
160,774,3
160,853,1
160,832,5
160,586,3
161,70,3
161,397,5
161,801,2
161,65,5
161,377,5
161,550,3
161,615,5
162,758,3
162,588,4
162,893,4
162,29,1
162,31,5
162,642,2
162,810,4
162,885,4
163,100,5
163,859,1
163,505,4
163,507,4
163,294,4
163,223,4
163,883,4
163,723,1
163,244,1
163,995,4
163,385,1
164,541,2
164,109,3
164,685,1
164,270,2
164,292,2
164,909,1
165,365,4
165,493,2
165,675,5
165,45,2
165,19,1
165,791,3
165,182,2
165,480,1
165,751,2
165,606,5
165,94,1
165,786,3
165,443,1
166,411,2
166,373,5
166,391,2
166,843,4
166,528,4
166,252,1
166,121,1
166,930,3
166,486,2
167,677,4
167,593,1
167,540,3
167,207,4
167,235,1
167,422,1
167,267,5
167,921,1
167,601,3
168,585,4
168,775,4
168,695,2
168,398,4
168,85,3
169,338,5
169,82,4
169,909,2
169,606,5
169,56,5
169,514,2
169,393,1
169,221,2
169,765,5
169,490,4
170,735,1
170,546,1
170,539,3
170,244,1
170,399,4
170,421,5
170,584,3
170,82,1
170,192,3
170,234,5
170,791,5
170,465,1
171,596,1
171,157,1
171,608,2
171,815,3
171,687,5
171,655,5
171,726,4
171,953,5
171,346,5
171,917,5
171,882,1
171,792,2
171,769,5
171,862,4
171,47,4
172,887,2
172,745,2
172,838,3
172,537,5
172,295,5
172,236,1
172,511,2
172,669,5
172,382,1
172,492,2
172,853,4
172,678,1
172,265,3
172,111,2
173,52,4
173,426,1
173,20,4
173,208,2
173,93,1
173,27,5
173,643,3
173,697,3
173,789,5
173,702,3
173,704,4
173,228,4
173,971,5
173,118,4
173,58,4
173,219,5
173,548,4
173,166,2
173,914,1
173,599,2
174,340,3
174,956,5
174,530,1
174,770,3
174,348,1
174,109,5
174,732,1
174,98,3
174,262,5
174,115,1
174,288,2
174,145,2
174,306,5
174,459,4
175,166,5
175,528,5
175,780,1
175,120,2
175,467,4
175,847,4
175,697,3
175,592,3
175,608,3
175,525,2
175,606,4
175,854,1
175,834,5
175,498,1
175,464,3
175,747,1
175,358,5
175,507,3
175,564,5
176,484,1
176,650,3
176,590,2
176,857,2
176,39,4
176,672,5
176,506,1
176,936,5
176,761,5
176,685,1
177,833,5
177,339,5
177,835,1
177,81,2
177,742,3
177,551,1
177,350,1
177,511,1
177,850,4
177,267,4
177,631,4
177,224,5
177,197,4
177,309,1
177,35,3
177,225,3
177,480,2
177,533,1
178,995,2
178,341,1
178,99,4
178,867,5
178,421,5
178,450,1
178,670,1
178,548,4
178,84,1
178,148,3
178,376,3
178,566,4
178,458,5
178,80,1
178,410,5
178,120,2
178,398,4
179,123,5
179,959,5
179,527,2
179,732,1
179,755,3
180,953,4
180,492,5
180,18,3
180,390,5
180,236,4
180,177,1
180,804,2
180,139,1
180,3,2
180,747,1
180,61,3
180,834,5
180,666,3
180,122,5
180,165,1
180,27,5
180,759,3
180,166,3
180,431,4
180,432,4
181,657,2
181,2,5
181,426,3
181,986,4
181,642,1
181,978,5
181,923,2
181,254,3
181,56,1
181,449,4
182,185,2
182,523,3
182,8,1
182,781,3
182,834,1
183,57,4
183,768,5
183,76,5
183,169,5
183,525,4
183,615,3
183,501,1
183,143,4
183,692,2
183,44,2
183,702,1
183,286,3
183,844,4
183,954,4
183,707,2
183,147,3
184,653,4
184,735,4
184,13,2
184,790,4
184,901,5
184,155,4
184,537,2
184,426,1
184,864,1
184,806,3
184,545,5
184,495,4
184,821,2
185,216,4
185,364,2
185,299,5
185,538,2
185,66,4
185,838,1
185,876,2
185,493,5
185,928,4
